,Complaint ID,Date received,Consumer complaint narrative,Year,Month
41,5619434,2022-05-28,"Saturday, XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, TX XXXX SSN : XXXX | DOB : XX/XX/XXXX TransUnion Consumer Solutions XXXX XXXX XXXX XXXX XXXX PA XXXX I recently reviewed my credit report and found unauthorized inquiries. 
I have already contacted the creditors below and they have not provided me with any proof that I initiated such inquiries, nor provided me with written authorization or any permissible purpose. Since they do not have my authorization, written nor verbal, I ask that you DELETE these unauthorized inquiries from my credit report immediately as there is no evidence of any authorization, nor any permissible purpose. 
As you know, according to Section 604 of the Fair Credit Reporting Act, Permissible Purposes of Consumer Reports 15 U.S. Code 1681b, Subsection ( a ), the below creditors have not demonstrated any allowable permissible purpose - and any consumer reporting agency may furnish a consumer report under those circumstances and no other.

As such, under 15 U.S. Code 1681i, Paragraph ( 5 ) Treatment of Inaccurate or Unverifiable Information ( A ) In general : If, after any reinvestigation under paragraph ( 1 ) of any information disputed by a consumer, an item of the information is found to be inaccurate or incomplete or can not be verified, the consumer reporting agency shall ( i ) promptly delete that item of information from the file of the consumer, or modify that item of information, as appropriate, based on the results of the reinvestigation ; and ( ii ) promptly notify the furnisher of that information that the information has been modified or deleted from the file of the consumer.

The following inquiries are unauthorized, and I ask that you DELETE them : Creditor Name : XXXX XXXX Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry Creditor Name : XXXX Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry Creditor Name : XXXX Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry Creditor Name : XXXX XXXX Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry Creditor Name : XXXX XXXX XXXXXXXX Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry Creditor Name : XXXX XXXX Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry Creditor Name : XXXX Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry Creditor Name : TRANS UNION Inquiry Date : XX/XX/XXXX Reason : I don't recognize this inquiry",2022,5
42,5547326,2022-05-06,I looked at my report after trying to get approved for a mortgage loan. The company denied me and I was appalled because I haven't used my credit much and when I did I kept good records with everyone. I submitted a complaint for identity theft and attaching the document below,2022,5
43,5572005,2022-05-17,"In accordance the fair credit Reporting act XXXX Account # XXXX, has violated my rights. 

15 USC 1681 Section 602 states I have the right to privacy.

15 USC 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions.

15 USC 166B : A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose.",2022,5
44,5560353,2022-05-13,"In accordance with the fair credit reporting at XXXX account # XXXX, has violated my rights. 

15 U.S.C 1681 section 602 A.

States I have the right to privacy.

15 U.S.C 1681 Section 2. 
It also states a customer reporting agency can not furnish a account without my written instructions. 



Creditor Contacts Creditor Name Address Phone Number XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX VA XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX FL XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX FL XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX CA XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXXXXXX GA XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX OR XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX IA XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX TX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX OF XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",2022,5
45,5524039,2022-05-01,They loaned me XXXX and started a savings you can unlock after you pay off the XXXX and XXXX in the savings I didnt realize they were charging me XXXX annul percentage interest on the full XXXX not just the XXXX they loaned when I asked them if they could just pay off the loan with the money I never received they refused their newest solution is I pay my next payment and let my account go 30 days past due and then they will close it,2022,5
46,5541398,2022-05-04,"In Accordance with The Fair Credit Reporting Act : XXXX XXXX Account XXXX has violated my rights. 

In Accordance with The Fair Credit Reporting Act : XXXX XXXX XXXXXXXX. Account XXXX has violated my rights. 

15 USC 1681 section 602A States I have the right to privacy. 

15 USC 1681 section 604A section 2 It also states a consumer reporting agency can not furnish an account without my written instruction.",2022,5
47,5577209,2022-05-19,"I have multiple address in my name THAT DONT BELONG TO ME : XXXXXXXX XXXX XXXX XXXX, XXXX XXXX XXXX La,XXXX  XXXX XXXX XXXX XXXX, Tx XXXX XXXX XXXX XXXX XXXX XXXX XXXX, ga XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX nj XXXX XXXX XXXX XXXX XXXX XXXX Tx,XXXX  XXXX XXXX XXXX XXXX XXXX XXXX, Tx XXXX Also i have names on my report thats not me XXXX XXXX THIS IS NOT MY NAME AND ANY THING IN THIS REPORT DOES NOT BELONG TO ME I WOULD LIKE ALL THINGS TO BE REMOVED IMMEDIATELY BECAUSE NONE OF THESE THINGS ON MY REPORT OR IN THIS STATEMENT BELONG TO ME.",2022,5
48,5542722,2022-05-05,"In accordance with the Fair Credit Reporting Act the Department of EducationXXXX Account XXXX XXXX, has violated my rights. 

15 US C 1681 section 602 A states I have a right to privacy. 

15 US C 1681 section 604 A Section 2 XXXX It also states a consumer reporting agency can not furnish a account without my written instructions.",2022,5
49,5545465,2022-05-05,"I have already disputed the inaccurate information on my credit report with PNC Bank NA in accordance with 15 U.S.C. 1681s-2 ( a ) ( 3 ).

The provision of subsection 1681s-2 ( a ) is enforced pursuant to 15 U.S.C. 1681s-2 ( d ). PNC Bank N.A . provided an inaccurate open PNC Credit Card Account in violation of 15 U.S.C. 1681s-2 ( a ) ( 1 ) ( B ) The consumer ( complainant ) requested to close his BBVA credit card account. 

Consumer declined the PNC Points XXXX  XXXX XXXX Credit Card and rejected the PNC Consumer Credit Agreement. 

PNC Bank NA falsely reported to the consumer reporting agency that the consumer had an open PNC credit card account. The consumer never open a PNC credit card account.",2022,5
50,5628466,2022-06-02,"Upon reviewing my updates, the incorrect information was still found in my reports which I believe has been taken care of due to the written appeals I sent. The last letter sent to Transunion was XX/XX/2022, but no response was ever received from them to date. Thus, their action has violated the Per Fair Credit Reporting Act Section 605B, which states that the credit bureaus are required to remove/block any account which was opened without my knowledge, consent or authority within 4 business days. The account listed below is still reporting on my Credit Reports and need to delete immediately : XXXX XXXX  XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX",2022,6
51,5634757,2022-06-05,"In accordance with the fair credit Reporting act XXXX Account # XXXX has violated my rights.

15 USC 1681 Section 602 States I have the right to privacy.

15 USC 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions.

15 USC 1666B : A creditor may not treat A payment on a student loan account any open end consumer credit plan as late for any purpose.

Again, attempted to communicate with the company and was provided a very generic response",2022,6
52,5680350,2022-06-17,"I noticed several accounts on my credit report that does not belong to. 

XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",2022,6
53,5703090,2022-06-24,"In accordance with the Fair Credit Reporting Act : XXXX XXXX Account : XXXX has violated my rights ; XXXXXXXX XXXX XXXX  : XXXX has violated my rights ; XXXX. XXXX Account XXXX has violated my rights ; XXXX. XXXX XXXX Account XXXX has violated my rights ; and XXXX. XXXX Account XXXX has violated my rights. 

15 U.S.C 1681 Section 602 A. states : I have the right to privacy. Additionally, 15 U.S.C 1681 Section 604 A Section 2 : states : "" a consumer reporting agency can not furnish an account without my written instructions. ''",2022,6
54,5623626,2022-06-01,"In accordance with the Fair Credit Reporting act the following creditors/ credit reporting agencies have violated my rights. 

-- XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX -- XXXX XXXX XXXX # XXXX -- XXXX XXXX XXXX # XXXX -- XXXX XXXX XXXX # XXXX -- U S DEPT OF ED/XXXX # XXXX -- U S DEPT OF EDXXXX # XXXX -- US DEPT. OF EDXXXX # XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX -- XXXX XXXX # XXXX -- No Acct Name # XXXX -- No Acct Name # XXXX -- No Acct Name # XXXX -- XXXX XXXX XXXXXXXX -- XXXX XXXXXXXX XXXX XXXX 15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",2022,6
55,5661788,2022-06-12,"I am a victim of identity theft. See Attached FTC Report, Utility bill, and form of identification and remove the following accounts per 605B of the FCRA. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",2022,6
56,5724025,2022-06-30,XX/XX/2022 XXXX XXXX please remove fraudulent/ unauthorized inquiry on my report or provide proof in writing within 30 days.,2022,6
57,5646733,2022-06-08,"Over last 6 months with three letters, I had requested these nine accounts to be VALIDATED. Instead the agency comes back with it verified which does not answer my dispute of validation. This is my consumer right to request how you obtained the information in the investigation. You are to get a contract by the company with my original signature to validate these accounts. Since you refused to honor my request, your violating my rights as a consumer. Furthermore looking at these accounts, they are invalid in reporting which again violates my rights. They are reporting XXXX ( no lates ) but yet a charged off account. Three letters and not responding to my requests, I am requesting a immediate deletion. These companies further more no longer own these accounts so I would no longer be liable to them. 
Attached are the accounts in question on last correspondence that I sent to agency.",2022,6
58,5710972,2022-06-27,"In accordance with the Fair Credit Reporting act XXXX XXXX  acct # XXXX, XXXX XXXX acct # XXXX, State of Michigan Child Support acct # XXXX, State of Michigan Child Support acct # XXXX, XXXX, XXXX acct # XXXX, XXXX XXXX XXXX XXXX acct # XXXX, XXXX XXXX XXXX acct # XXXX, XXXX XXXX XXXX acct # XXXX, has violated my rights.",2022,6
59,5717154,2022-06-28,Hi I am submitting this XXXX XXXX this isn't any influence and this is not a third party. TransUnion has low and unfair credit number for me in their report. I have complained. The problem has not been resolved. my fico has me at a credit score over 719transunion has me at a score around 590. That is a huge difference. transunion paints me as a XXXX. my fico say I have good credit. What the heck is going on here. i have almost no debt and my identity was stolen causing my score to drop n i made this clear for 60 days straight with transunion i spoke to a representative agent name XXXX and XXXX and XXXX from the fraud department I prefer to speak to a us rept but they refused they had me on mute for 4 hours which was hurtful I have a perfect repayment record. I have very low credit utilization. I have three negative credit items outstanding debt now. I have modest but ok income. Social Security. Something is wrong with Transunion. I do not understand why they are abusing consumers .This was a fist step towards attempting resolution. They kept lying telling me they disputed n its not reporting but it keep reporting this inaccurate information without my authorization. They refused or were unable to verify n remove the inquiries and its been 60days n they record the calls n admitted they had my police report n ftc and affidavit That was after attempting to contact Transunion more than 21 times. transunion is an abusive company. They are supposed to be protecting consumers. They need to be reigned in. they are causing me severe XXXX and stopping me from getting this job offer n now im XXXX n cant provide to my XXXX XXXX XXXX daughter PLEASE HELP ME PLEASE im XXXX now.with no help.,2022,6
60,5746491,2022-07-07,XX/XX/XXXX XXXX deposited XXXX in to my cash out problem ia my phone was stolen suggest XXXX by the time I got a new phone and in my account my money was gone I reported it right away and they only refunded me some of the merchant transactions but not the money that was transfered I had been in contact going back and forth for months and then they just closed my case,2022,7
61,5744020,2022-07-07,"I have sent this collections creditor two letters asking for full validation of the debt that they are trying to collect from me and reporting against me on the credit reports. I have a right to understand the charges being held against me. To date, I've yet to receive any answer, but yet they are allowed to be reporting against me on the credit report, whether the information is right or wrong.",2022,7
62,5788495,2022-07-20,I did not consent to authorize nor Benefit from the following account ( s ). Block and Remove,2022,7
63,5752249,2022-07-09,On our Equifax credit report it shows a lot of hard inquiries from car companies that we did not authorize. We only authorized XXXX XXXX and XXXXXXXX XXXX. There are over 60 hard inquiries which is damaging our report. I contacted Equifax and they are refusing to dispute the inquiries,2022,7
64,5812449,2022-07-26,"On XXXX Transunion and XXXX received a package from XXXX XXXX consisting of a demand letter, a notarized affidavit, and exhibits attached ( see attached files ). Transunion XXXX XXXX continues to report inaccurate information on the consumers consumer report without disclosing the method of verification used to verify the inaccurate accounts. Transunion and XXXX is in violation of 15 USC 1681i ( a ) ( 6 ) ( B ) ( iii ).",2022,7
65,5780547,2022-07-18,I contact these companies to ask why my credit was ran and that my identity was compromised and that i have a ID SECURITY ALERT on my ssn .... and ask them to remove them ... .see below... and no one responded at all XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX,2022,7
66,5748722,2022-07-08,"I opened a checking account with CHIME in XXXX XXXX also requested direct deposit so that my social security check would be deposited. 
SS told me it could take up to 2 months for this to begin. I received a loan in XXXX from XXXX in the amt of {$2000.00} which I deposited into my Chime checking. After spending money I recieved a call from chime stating they needed his credentials as they were concerned of my spending habit and asked me to identify myself and the info I provided was incorrect and after several unsuccessful attempts I was advised that unless I provided my credentials info correctly, they would close my acct. Then in XXXX they closed my account, then my first social security check was returned. Since that day I have repeatedly requested my money refund and I keep getting the same form letter from all sont at least 10rts of people they claim to be from member services and i keep getting emails that ask for selfie pic, holding up my ID and ast 4 digits of my SS # I have sent them so many of their requested documents then they request them in XXXX form. So I sent them in that form. Ive had them tell me they were going to call on XXXX different occasions. Ive tried calling on several occassions, only to get no person, i have begged and begged, im so frustrated because i am on social security XXXX and deperately need my money. I gave them an address change with proof but nothing is being accepted. I requested a manager to no avail. They claim to have sent a check in XXXX that was returned. Im just at my wits end. Please help me resolve this matter",2022,7
67,5803214,2022-07-23,"In accordance with the Fair Credit Reporting Act XXXX Account XXXX XXXX  # XXXX, has violated my rights. 

15 U.S.C 1681 Section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A. Section 2 : It also states a consumer reporting agency can not furnish a account without my written instruction",2022,7
68,5750489,2022-07-08,"I received an e-mail saying a new negative item was now impacting my credit score. I logged in and checked and it was a balance from a collection agency for an amount of {$680.00}. I asked for the item to be disputed ( with experian ) and they did so, but in a short time confirmed it was my information. I tried to file a police report but the police still have not returned my calls. Experian doesnt seem concerned that Im telling them that the person who used my info to get approved for this card was not me. I told the collection agency that this isnt me. They agreed that it looked suspicious that it was not my address on the account. I still have not heard back from XXXX XXXX XXXX. My previous employer, XXXX XXXX XXXX lost my personal information due to a data breach. During the year of 2021 I had the credit reporting agencies lock my social security number with a fraud alert.",2022,7
69,5760966,2022-07-12,"Attempted on Thursday, XX/XX/XXXX, to remove EXPERIAN credit freeze from both my wife 's account and mine to purchase vehicle. Remove was supposed to go from that day to noon, XX/XX/XXXX. After almost two hours online during which Experian 's computers kept combining my credit report with my wife 's, were able to finally, by pure luck, to speak with a human being after calling seven different numbers. The person went through a complete redo of my account and recheck of my wife 's information. He then said both accounts were unfrozen as requested and that he would sent me a confirmation number. Instead, the confirmation number for me was sent to my wife 's email address as was another confirmation number for her. All I received was an ad for some paid Experian service. 

At the dealer on Friday, XXXX XXXX through which the dealer was financing, reported that my account was unfrozen BUT MY WIFE 'S WAS NOT and as always, we had no recourse except to send something to Experian by regular mail. This necessitated another hour at the dealership as all the paperwork was redone to reflect only me as the purchaser. This is not the first time we have had similar issues with Experian. We do not use major credit that often, but henceforth, if we encounter a business that requires a report from Experian, we will refuse to purchase. We are sick of their incompetence and buck-passing. 

Please note we have never had any such issue with XXXX or XXXX.",2022,7
70,5916545,2022-08-25,Getting notification in the mail that i applied for a credit card at there store. And it wasnt me. My wallet was stolen. I called each company to let them know that it wasnt me. And they put alert on it.,2022,8
71,5833828,2022-08-03,"I have submitted several letters to all 3 credit bureaus- Equifax XXXX XXXX XXXX and XXXX disputing this Account with ( XXXX XXXX ) - name as reported to my credit report. They keep sending me a letter that this account was verified but have failed to explain WHY, WHO, & WHEN. ( DEBT VALIDATION ) They have failed to present me with proper documents that show their method of verification. They have also failed to show me original documents bearing my signature with this account.

This account also shows a few incorrect information such as the ''date opened '', ''date verified '', '' closed date '', ''account status '', ''dispute status '' and ''date of last activity ''. ONLY ONE BUREAU IS SHOWING A ACTUAL CLOSED DATE FOR THIS ACCOUNT. THIS ACCOUNT NUMBER IS ALSO INCOMPLETELY REPORTED FROM ALL 3 BUREAUS. This account is also in VIOLATION of Metro 2 Compliance because THIS ACCOUNT IS ALSO REPORTING INCORRECTLY & ALOT OF FIELDS ARE BLANK & MISSING INFORMATION. THIS ACCOUNT IS ALSO REPORTING A "" LATE-PAYMENT STATUS '', WHICH IS ILLEGAL BECAUSE A CLOSED ACCOUNT IS NOT SUPPOSED TO REPORT LATE PAYMENTS NOR A BALANCE.

In addition, I have been sending dispute letters to these bureaus and they have FAILED to update the ''dispute status '' of this account.

All 3 credit bureaus are reporting DIFFERENT INFORMATION on this SAME account which is ALSO against my consumer rights. According to the FRCA consumer reporting, agencies must correct or delete inaccurate, incomplete, or unverifiable information. If this INCOMPLETE, UNVERIFIABLE, UNFAIR, and INACCURATE information is not deleted in 30 days I will be visiting my local small claims court to begin the process of a Lawsuit against ALL 3 credit bureaus and ( XXXX XXXX ). I expect to receive an updated credit report within the next 30 days showing that this account has been DELETED.",2022,8
72,5870030,2022-08-12,"in accordance with the Fair Credit Reporting act XXXX XXXX  Account # XXXX, has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",2022,8
73,5830545,2022-08-02,"I sent a letter to Experian Credit Bureau on XX/XX/2022 to removeXXXX XXXX XXXX XXXX XXXX Balance : {$1700.00} that is UNKNOWN to me. I came across this law today and according to the Per FCRA 605B ( 15 U.S.C. 1681c-2 ) CREDIT BUREAUS are required to remove any account or information not later than 4 business days after the XX/XX/2022 letter .Ive already included this in my previous Complaint # XXXX and XXXX & I am including it again.,",2022,8
74,5851059,2022-08-07,"I declare under penalty of perjury ( under the laws of the United States, if executed outside of the United States ) that the foregoing is true and correct to the best of my knowledge. Further, I certify that I am permitted by FEDERAL and STATE LAW to file this dispute. I also understand that knowing and willful misstatements or omissions of material facts constitutes a FEDERAL CRIMINAL VIOLATION punishable under 18 U.S.C. 1001. Additionally, these misstatements are punishable as perjury under 18 U.S.C. 1621. This item found within my credit report is not related to any transaction that I made. I am alleging that a person or company- without my authorization- used my personal identifying information to apply for goods, services, or money ; and was successful in creating this account. This debt collector is in violation for putting this unknown account on my credit report. This has caused me to suffer and its defamation of my character. 

XXXX XXXX XXXX XXXX Original creditor : XXXX XXXX XXXX XXXX",2022,8
75,5884787,2022-08-16,"n accordance with the Fair Credit Reporting act XXXX Account # XXXX, has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy. 

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",2022,8
76,5869053,2022-08-11,"I have been getting the runaround from Selene Finance since XXXX of XXXX. My loan was transferred from XXXX to Selene Finance. I have a previous complaint against Selene : no XXXX. Unfortunately, the issues have not been resolved. On or about XX/XX/XXXX, I received loan modification docs with my Ex-Wife 's name. I sent Selene an email to notify them of the error. They asked that I send them a copy of the quitclaim and divorce decree. I sent it close to 10 times, and they've denied receipt for the past three months. 

I had to file a complaint for them to honor the original modification agreement with XXXX. However, I called today, and they informed me I would have to begin the process over. They did not provide any sound or logical reason.",2022,8
77,5924818,2022-08-29,"I value your help to REMOVED a portion of the data in my credit file that came about because of a FRAUD yet I have an items passed on that should be taken out or Block. Per FCRA segment 605 you are expected to eliminate any records recorded on an ID THEFT REPORT. I've proactively remembered this report for a past letter and I am including it once more. I've educated my lawyer regarding my aims and they are eager to consider you responsible for your tenacious rebelliousness. 
XXXX XXXX XXXX XXXX XXXX, GA XXXX, XXXX XXXX XXXX XXXX XXXX, IL XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX, IL XXXX, XXXX XXXX XXXX XXXX XXXX XXXX, AR XXXX, XXXX XXXX Balance : {$0.00}, XXXX XXXX Balance : {$740.00}, XXXX XXXX  XXXX XXXX XXXX : {$0.00}.",2022,8
78,5842584,2022-08-05,"My personal information has been stolen, I am submitting my ID, Identity theft report and Notarized Identity theft Affidavit. I meet all the qualifications under 15 USC 1681c-2 for Block and Removal of the information that resulted from an identity theft on my consumer report.",2022,8
79,5873404,2022-08-12,"After sending 3 letters to Experian ( XX/XX/2022, XX/XX/2022 and XX/XX/2022 ) regarding the removal of inaccurate information on the consumer report. On XX/XX/2022 I called to followup on thw written letters and spoke with a women XXXX from the Fraud department. 

After going over the inaccuracies on the account and incomplete information when I look again on the online account the changes were not made. XXXX XXXX Fraud dept representative ) also mentions to me that my name variation couldn't be changed. That's incorrect information because that name on the consumer report is not full name. Also, my address was not updated as requested. 

This consumer report could have been accurate if proper investigation was completed by the consumer reporting agency.",2022,8
80,5971848,2022-09-13,"Im submitting a complaint to you today to inform you I was the victim of identity theft. I researched on how to remove the fraudulent accounts in my report and found that I need to visit FEDERAL TRADE COMMISION or https : XXXX to file a report and Per FCRA section 605b Credit Reporting Agencies are required to remove/block any accounts listed on an id theft report. Please find the ATTACHED documents to assist in the blocking of the erroneous information which is being posted to my report. 

Here is the list of accounts/items which do not belong to me or were opened without my permission. 

XXXX XXXX Date Opened : XX/XX/2012 Balance : {$0.00}. 

According to FCRA XXXX XXXX ( a ) the CREDIT REPORTING AGENCIES shall block any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt.",2022,9
81,5952464,2022-09-07,"In accordance with the Fair Credit Reporting act has violated my rights. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX OF THE ATTY XXXX XXXX CHILD XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX. 
PROTECT YOUR XXXX XXXX XXXX XXXX XXXX 15 U.S.C 1681 section 602 A. States I have the right to privacy. 

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions",2022,9
82,6029123,2022-09-28,"I submitted disputes and the FTC report for the fraudulent accounts that were opened using my identity and credit. After XXXX, XXXX, and Experian conducted their investigation of the following accounts they still refused to remove these accounts which are fraudulent. 

XXXX XXXX Adjustment - Account Number XXXX - Amount : {$360.00} -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - XXXX-EXPERIAN-XXXX  XXXXXXXX XXXX XXXX Account XXXX XXXX - Amount {$600.00} XXXX XXXX - Account Number XXXX -Amount XXXX {$950.00}",2022,9
83,6006172,2022-09-22,"Again, I was a victim of identity theft and this is another request to remove the information from my credit file resulting from alleged identity theft. Per FCRA 605B ( 15 U.S.C. 1681c-2 ) CREDIT BUREAUS are required to remove any items not later than 4 business days after the receipt. Also, the information provided on some items are UNKNOWN to me and REMOVED from other bureaus and I have doubts about their accuracy. PLEASE DELETE THESE UNKNOWN ITEMS. 
XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX Balance : {$0.00} XXXX XXXX XXXX Balance : {$42000.00} XXXX XXXX XXXXXXXX Balance : {$12000.00} XXXX XXXXXXXX XXXX Balance : {$1800.00} XXXX XXXXXXXX Bankruptcy Reference # : XXXX Date Filed/Reported : XX/XX/XXXXXXXX XXXX XXXX XXXXXXXX Balance : {$1000.00}",2022,9
84,5940751,2022-09-01,"I fell behind on my credit card and I received a notice about making a payment to unrestrict my credit card. I followed the prompts and even talked to someone on the phone on XX/XX/XXXX ( XXXX ). The payment was made using a savings account. I waited and waited for the funds to be drafted but they never did. I then received an email stating my payment was returned, but the funds were never removed. I called back to resubmit the payment and was advised that everything was fine. I have been looking forward to using my credit card and made another payment only to be told by XXXX ( XXXX ) that my account could not be unrestricted. I was lied to and deceived just to get a payment from me for a credit card I can no longer use. I requested my funds from my payment back and they said they couldn't do that either.",2022,9
85,5988856,2022-09-17,"I was a victim of Identity Theft. Per the Fair Credit Reporting Act Section 605b ( a ) ( 2 ) you are required to remove any accounts opened without my knowledge, consent, or authority. Also in addition to Section 1681c-2 ( a ) you are required to block any information in the file that I have identified that resulted from identity theft. The following items need to be removed and blocked as they are fraudulent. 
XXXX. Identity Theft XXXX XXXX Account Number : XXXX As A Consumer By Law This Account Must Be Removed Immediately. 
XXXX. Validate Inaccurate/Reported Late payment XXXX  XXXX Account Number : XXXX Please correct/update this inaccurate information on my credit report. 
XXXX. Validate Inaccurate/Reported Late payment XXXX Account XXXX : XXXX Please correct/update this inaccurate information on my credit report. 
XXXX. The following personal information is incorrect Account Number : EMPLOYER : XXXXXXXX XXXX XXXX. The following personal information is incorrect Account Number : EMPLOYER : XXXX XXXX XXXX. The following personal information is incorrect Account Number : PREVIOUS ADDRESS : XXXX XXXX XXXX XXXX XXXX XXXX, AZ XXXX XXXX. The following personal information is incorrect Account Number : PREVIOUS ADDRESS : XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXX",2022,9
86,6017272,2022-09-25,"The credit reporting agency has been notified multiple times that these accounts should be removed from my credit report. These accounts are fraudulent and erroneous. I have been denied CREDIT, HOUSING and EMPLOYMRNT due to this erroneous information. 

US DEPARTMENT OF ED/ XXXX Acct # - XXXX Acct # - XXXX Acct # - XXXX Acct # - XXXX Acct # - XXXX cc : XXXX XXXX, XXXX",2022,9
